0.1350E+02 , 0.2200E+00 , 0.1029E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.2058E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.3086E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.4113E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.5140E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.6019E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.7045E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.8069E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.9093E-01 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.1012E+00 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.1114E+00 , 0.0000E+00
0.1350E+02 , 0.2200E+00 , 0.1201E+00 , -.8804-109
0.1350E+02 , 0.2200E+00 , 0.1303E+00 , -.2368E-97
0.1350E+02 , 0.2200E+00 , 0.1405E+00 , -.1865E-93
0.1350E+02 , 0.2200E+00 , 0.1507E+00 , -.4644E-87
0.1350E+02 , 0.2200E+00 , 0.1609E+00 , -.7934E-85
0.1350E+02 , 0.2200E+00 , 0.1711E+00 , -.5377E-80
0.1350E+02 , 0.2200E+00 , 0.1812E+00 , -.1590E-78
0.1350E+02 , 0.2200E+00 , 0.1914E+00 , -.1407E-74
0.1350E+02 , 0.2200E+00 , 0.2001E+00 , -.7022E-74
0.1350E+02 , 0.2200E+00 , 0.2103E+00 , -.1741E-70
0.1350E+02 , 0.2200E+00 , 0.2204E+00 , -.9548E-70
0.1350E+02 , 0.2200E+00 , 0.2305E+00 , -.8700E-67
0.1350E+02 , 0.2200E+00 , 0.2407E+00 , -.2900E-66
0.1350E+02 , 0.2200E+00 , 0.2508E+00 , -.1233E-63
0.1350E+02 , 0.2200E+00 , 0.2609E+00 , -.2850E-63
0.1350E+02 , 0.2200E+00 , 0.2710E+00 , -.6630E-61
0.1350E+02 , 0.2200E+00 , 0.2811E+00 , -.1160E-60
0.1350E+02 , 0.2200E+00 , 0.2912E+00 , -.1653E-58
0.1350E+02 , 0.2200E+00 , 0.3013E+00 , -.2331E-58
0.1350E+02 , 0.2200E+00 , 0.3114E+00 , -.2209E-56
0.1350E+02 , 0.2200E+00 , 0.3200E+00 , -.1905E-56
0.1350E+02 , 0.2200E+00 , 0.3301E+00 , -.1309E-54
0.1350E+02 , 0.2200E+00 , 0.3402E+00 , -.1368E-54
0.1350E+02 , 0.2200E+00 , 0.3502E+00 , -.6971E-53
0.1350E+02 , 0.2200E+00 , 0.3603E+00 , -.6509E-53
0.1350E+02 , 0.2200E+00 , 0.3704E+00 , -.2560E-51
0.1350E+02 , 0.2200E+00 , 0.3804E+00 , -.2179E-51
0.1350E+02 , 0.2200E+00 , 0.3905E+00 , -.6830E-50
0.1350E+02 , 0.2200E+00 , 0.4005E+00 , -.5390E-50
0.1350E+02 , 0.2200E+00 , 0.4106E+00 , -.1382E-48
0.1350E+02 , 0.2200E+00 , 0.4206E+00 , -.1024E-48
0.1350E+02 , 0.2200E+00 , 0.4307E+00 , -.2197E-47
0.1350E+02 , 0.2200E+00 , 0.4407E+00 , -.1546E-47
0.1350E+02 , 0.2200E+00 , 0.4507E+00 , -.2825E-46
0.1350E+02 , 0.2200E+00 , 0.4608E+00 , -.1903E-46
0.1350E+02 , 0.2200E+00 , 0.4708E+00 , -.3011E-45
0.1350E+02 , 0.2200E+00 , 0.4808E+00 , -.1956E-45
0.1350E+02 , 0.2200E+00 , 0.4909E+00 , -.2715E-44
0.1350E+02 , 0.2200E+00 , 0.5009E+00 , -.1711E-44
0.1350E+02 , 0.2200E+00 , 0.5109E+00 , -.2108E-43
0.1350E+02 , 0.2200E+00 , 0.5210E+00 , -.1296E-43
0.1350E+02 , 0.2200E+00 , 0.5310E+00 , -.1431E-42
0.1350E+02 , 0.2200E+00 , 0.5410E+00 , -.8617E-43
0.1350E+02 , 0.2200E+00 , 0.5511E+00 , -.8612E-42
0.1350E+02 , 0.2200E+00 , 0.5611E+00 , -.5095E-42
0.1350E+02 , 0.2200E+00 , 0.5711E+00 , -.4643E-41
0.1350E+02 , 0.2200E+00 , 0.5812E+00 , -.2707E-41
0.1350E+02 , 0.2200E+00 , 0.5912E+00 , -.2265E-40
0.1350E+02 , 0.2200E+00 , 0.6012E+00 , -.1305E-40
0.1350E+02 , 0.2200E+00 , 0.6113E+00 , -.1009E-39
0.1350E+02 , 0.2200E+00 , 0.6213E+00 , -.5757E-40
0.1350E+02 , 0.2200E+00 , 0.6313E+00 , -.4133E-39
